"HplID";"Hpl_Wgs84North";"Hpl_Wgs84East";"Hpl_SwerefEast";"Hpl_SwerefNorth";"KommunNamn";"LanNamn";"TatortKod";"TatortNamn";"Befolkning2018";"TatortTyp"
"700125";59,8713605147563;17,6392240476561;647755,00572367;6640029,11200069;"Uppsala";"Uppsala län";"T0656";"Uppsala";160926;"Storregional kärn"
"700126";59,8675861527103;17,6394805123358;647786,109141518;6639609,57178851;"Uppsala";"Uppsala län";"T0656";"Uppsala";160926;"Storregional kärn"
"700137";59,8701839484257;17,6476228869936;648230,280429343;6639916,92190577;"Uppsala";"Uppsala län";"T0656";"Uppsala";160926;"Storregional kärn"
"700135";59,8744387711921;17,6540906600465;648573,270080023;6640405,00529627;"Uppsala";"Uppsala län";"T0656";"Uppsala";160926;"Storregional kärn"
"700134";59,8770749384294;17,65561216631;648646,64067669;6640701,84187848;"Uppsala";"Uppsala län";"T0656";"Uppsala";160926;"Storregional kärn"
"700132";59,8813778620717;17,6554404273416;648617,817446901;6641180,39887809;"Uppsala";"Uppsala län";"T0656";"Uppsala";160926;"Storregional kärn"
"700002";59,8865048716543;17,6554037673157;648592,872233502;6641750,98539469;"Uppsala";"Uppsala län";"T0656";"Uppsala";160926;"Storregional kärn"
"700567";59,8867656229401;17,6598486970543;648840,349573195;6641789,99237602;"Uppsala";"Uppsala län";"T0656";"Uppsala";160926;"Storregional kärn"
"700613";59,8841460770805;17,6698848776784;649413,515967174;6641521,02546062;"Uppsala";"Uppsala län";"T0656";"Uppsala";160926;"Storregional kärn"
"700255";59,8798337696531;17,6745194890264;649692,181550746;6641051,50940961;"Uppsala";"Uppsala län";"T0656";"Uppsala";160926;"Storregional kärn"
"700607";59,8974444113734;17,6351571996288;647411,818648886;6642923,37241476;"Uppsala";"Uppsala län";"T0656";"Uppsala";160926;"Storregional kärn"
"700115";59,8947437249771;17,6369742918825;647525,409324437;6642626,81352803;"Uppsala";"Uppsala län";"T0656";"Uppsala";160926;"Storregional kärn"
"700117";59,8925293356334;17,6425522274786;647847,198078367;6642392,77864248;"Uppsala";"Uppsala län";"T0656";"Uppsala";160926;"Storregional kärn"
"700118";59,8920194892838;17,6475627033964;648129,698462543;6642347,2286913;"Uppsala";"Uppsala län";"T0656";"Uppsala";160926;"Storregional kärn"
"700119";59,8895668923017;17,6463907392514;648075,06630144;6642071,61631835;"Uppsala";"Uppsala län";"T0656";"Uppsala";160926;"Storregional kärn"
"700121";59,8859868849804;17,6430129458171;647902,045467026;6641665,58706888;"Uppsala";"Uppsala län";"T0656";"Uppsala";160926;"Storregional kärn"
"700122";59,8817816808697;17,6458352634286;648078,635843654;6641203,82705514;"Uppsala";"Uppsala län";"T0656";"Uppsala";160926;"Storregional kärn"
"700123";59,8776380025861;17,645534833446;648080,261321582;6640741,93587138;"Uppsala";"Uppsala län";"T0656";"Uppsala";160926;"Storregional kärn"
"700124";59,8741299377134;17,6408587143049;647834,191748364;6640341,0162037;"Uppsala";"Uppsala län";"T0656";"Uppsala";160926;"Storregional kärn"
"700581";59,8642024146623;17,6439180608761;648049,524337252;6639242,85044114;"Uppsala";"Uppsala län";"T0656";"Uppsala";160926;"Storregional kärn"
"700062";59,8618843769905;17,6459680300386;648174,586453839;6638989,42225354;"Uppsala";"Uppsala län";"T0656";"Uppsala";160926;"Storregional kärn"
"700600";59,8582849365157;17,6452694748046;648151,488734597;6638587,21844351;"Uppsala";"Uppsala län";"T0656";"Uppsala";160926;"Storregional kärn"
"700600";59,8573756028404;17,6473789913299;648273,640243616;6638490,72448696;"Uppsala";"Uppsala län";"T0656";"Uppsala";160926;"Storregional kärn"
"700001";59,8585561123509;17,6386979910383;647782,371129426;6638602,7206095;"Uppsala";"Uppsala län";"T0656";"Uppsala";160926;"Storregional kärn"
"700064";59,8565746820461;17,6346266706211;647563,209626847;6638373,09619549;"Uppsala";"Uppsala län";"T0656";"Uppsala";160926;"Storregional kärn"
"700065";59,8546493903613;17,6323257998081;647442,904768857;6638153,67367375;"Uppsala";"Uppsala län";"T0656";"Uppsala";160926;"Storregional kärn"
"700575";59,8515479982768;17,6293719250938;647291,217578258;6637801,8946989;"Uppsala";"Uppsala län";"T0656";"Uppsala";160926;"Storregional kärn"
"700583";59,8507212489344;17,62488324189;647043,507496115;6637699,89825579;"Uppsala";"Uppsala län";"T0656";"Uppsala";160926;"Storregional kärn"
"700069";59,8476502456075;17,6177566937966;646657,936775275;6637342,27291153;"Uppsala";"Uppsala län";"T0656";"Uppsala";160926;"Storregional kärn"
"700070";59,8447352529973;17,6162422874416;646585,942106331;6637014,46001308;"Uppsala";"Uppsala län";"T0656";"Uppsala";160926;"Storregional kärn"
"700071";59,8421094888771;17,6165457350356;646614,486836793;6636722,86420966;"Uppsala";"Uppsala län";"T0656";"Uppsala";160926;"Storregional kärn"
"700072";59,8393403182222;17,6122567171389;646386,399357645;6636405,14900889;"Uppsala";"Uppsala län";"T0656";"Uppsala";160926;"Storregional kärn"
"700166";59,8404786873673;17,6078049572773;646132,02587154;6636522,02928988;"Uppsala";"Uppsala län";"T0656";"Uppsala";160926;"Storregional kärn"
"700169";59,8405721738543;17,6016196494604;645785,132752026;6636518,80651614;"Uppsala";"Uppsala län";"T0656";"Uppsala";160926;"Storregional kärn"
"700170";59,8398693408155;17,5965332938505;645503,276417452;6636429,39241538;"Uppsala";"Uppsala län";"T0656";"Uppsala";160926;"Storregional kärn"
"700189";59,8397470423261;17,5843604314437;644821,900379232;6636389,10468896;"Uppsala";"Uppsala län";"T0566";"Håga";310;"Mindre tätort"
"700191";59,8386351281472;17,5769338322722;644410,685375866;6636249,12577614;"Uppsala";"Uppsala län";"T0566";"Håga";310;"Mindre tätort"
"700002";59,8868181555462;17,6548316415524;648559,469540773;6641784,57206836;"Uppsala";"Uppsala län";"T0656";"Uppsala";160926;"Storregional kärn"
"700132";59,880933565286;17,6551120970891;648601,431914525;6641130,20894396;"Uppsala";"Uppsala län";"T0656";"Uppsala";160926;"Storregional kärn"
"700134";59,8764886067026;17,6551688333352;648624,451927962;6640635,58435722;"Uppsala";"Uppsala län";"T0656";"Uppsala";160926;"Storregional kärn"
"700135";59,874018668773;17,6533173153537;648531,868669162;6640356,51037806;"Uppsala";"Uppsala län";"T0656";"Uppsala";160926;"Storregional kärn"
"700137";59,8702340420021;17,6472506862651;648209,226723398;6639921,66458491;"Uppsala";"Uppsala län";"T0656";"Uppsala";160926;"Storregional kärn"
"700139";59,8671337617097;17,6461687393044;648162,467806031;6639574,16205312;"Uppsala";"Uppsala län";"T0656";"Uppsala";160926;"Storregional kärn"
"700600";59,8580883201672;17,6458476460721;648184,733076631;6638566,62723389;"Uppsala";"Uppsala län";"T0656";"Uppsala";160926;"Storregional kärn"
"700325";59,8559713587971;17,6444278483901;648114,654557556;6638327,81987508;"Uppsala";"Uppsala län";"T0656";"Uppsala";160926;"Storregional kärn"
"700578";59,852965865749;17,639764738743;647866,902703387;6637982,86955168;"Uppsala";"Uppsala län";"T0656";"Uppsala";160926;"Storregional kärn"
"700587";59,8504542920478;17,6428208301173;648049,18841223;6637710,14172625;"Uppsala";"Uppsala län";"T0656";"Uppsala";160926;"Storregional kärn"
"700494";59,8474955319698;17,6425328833195;648046,206770675;6637380,16900733;"Uppsala";"Uppsala län";"T0656";"Uppsala";160926;"Storregional kärn"
"700025";59,8458002172037;17,6372651241296;647758,703004668;6637179,7070757;"Uppsala";"Uppsala län";"T0656";"Uppsala";160926;"Storregional kärn"
"700525";59,8431797035029;17,6384771155515;647838,206104918;6636890,73083195;"Uppsala";"Uppsala län";"T0656";"Uppsala";160926;"Storregional kärn"
"700021";59,8400029615083;17,639658331732;647918,463569966;6636539,77567154;"Uppsala";"Uppsala län";NA;NA;NA;"Utanför tätort"
"700022";59,8322919063486;17,6389311952209;647911,933862204;6635679,86198594;"Uppsala";"Uppsala län";"T0656";"Uppsala";160926;"Storregional kärn"
"700020";59,8262045000852;17,6292527167172;647396,544456672;6634980,72281926;"Uppsala";"Uppsala län";"T0656";"Uppsala";160926;"Storregional kärn"
"700579";59,8224152767417;17,6266920970682;647269,772464218;6634553,26231132;"Uppsala";"Uppsala län";"T0656";"Uppsala";160926;"Storregional kärn"
"700019";59,8213861619629;17,629042928912;647406,076815885;6634443,94265219;"Uppsala";"Uppsala län";"T0656";"Uppsala";160926;"Storregional kärn"
"700017";59,8183548841805;17,63333431423;647660,018444565;6634116,09709621;"Uppsala";"Uppsala län";"T0656";"Uppsala";160926;"Storregional kärn"
"700016";59,8127794964693;17,6333321182131;647684,567395575;6633495,51570915;"Uppsala";"Uppsala län";"T0656";"Uppsala";160926;"Storregional kärn"
"700014";59,8114138974116;17,6275714493661;647367,634808373;6633330,69000349;"Uppsala";"Uppsala län";"T0656";"Uppsala";160926;"Storregional kärn"
"700013";59,8096517999166;17,6244988246181;647203,136958339;6633127,72711633;"Uppsala";"Uppsala län";"T0656";"Uppsala";160926;"Storregional kärn"
"700012";59,8069799200831;17,6248879525766;647236,739575527;6632831,19348571;"Uppsala";"Uppsala län";"T0656";"Uppsala";160926;"Storregional kärn"
"700011";59,8045178314044;17,628282294326;647437,944155155;6632564,69383292;"Uppsala";"Uppsala län";"T0656";"Uppsala";160926;"Storregional kärn"
"700010";59,8030408565239;17,6286115488994;647462,931199421;6632401,02956955;"Uppsala";"Uppsala län";"T0656";"Uppsala";160926;"Storregional kärn"
"700009";59,8039778904265;17,6329039057535;647699,499817037;6632514,88672946;"Uppsala";"Uppsala län";"T0656";"Uppsala";160926;"Storregional kärn"
"700006";59,8056335252635;17,6378061953207;647967,072277102;6632710,10560822;"Uppsala";"Uppsala län";"T0656";"Uppsala";160926;"Storregional kärn"
"700275";59,8708901657703;17,6909989771588;650654,667411402;6640093,41442741;"Uppsala";"Uppsala län";"T0656";"Uppsala";160926;"Storregional kärn"
"700277";59,8726915389265;17,6824223150942;650166,555550101;6640274,43525929;"Uppsala";"Uppsala län";"T0656";"Uppsala";160926;"Storregional kärn"
"700141";59,8753717428956;17,6751441535625;649747,202888128;6640556,27409924;"Uppsala";"Uppsala län";"T0656";"Uppsala";160926;"Storregional kärn"
"700142";59,8734121853823;17,6708733386465;649517,020819679;6640328,51413357;"Uppsala";"Uppsala län";"T0656";"Uppsala";160926;"Storregional kärn"
"700143";59,8720005203872;17,6678479087655;649354,048792132;6640164,56062645;"Uppsala";"Uppsala län";"T0656";"Uppsala";160926;"Storregional kärn"
"700541";59,869840675677;17,6631204062825;649099,155175803;6639913,50436639;"Uppsala";"Uppsala län";"T0656";"Uppsala";160926;"Storregional kärn"
"700146";59,8661550809004;17,6551485837717;648669,451839523;6639485,35334426;"Uppsala";"Uppsala län";"T0656";"Uppsala";160926;"Storregional kärn"
"700147";59,8640986772982;17,650696273561;648429,407051629;6639246,47595307;"Uppsala";"Uppsala län";"T0656";"Uppsala";160926;"Storregional kärn"
"700600";59,857486253213;17,6465283581435;648225,522716529;6638501,13654758;"Uppsala";"Uppsala län";"T0656";"Uppsala";160926;"Storregional kärn"
"700572";59,8398884932653;17,6478581968171;648378,306867617;6636545,37318578;"Uppsala";"Uppsala län";"T0656";"Uppsala";160926;"Storregional kärn"
"700218";59,8388073787072;17,651330587949;648577,638863625;6636432,82167514;"Uppsala";"Uppsala län";"T0656";"Uppsala";160926;"Storregional kärn"
"700400";59,8356974115585;17,6496601702193;648497,914147331;6636082,91827992;"Uppsala";"Uppsala län";"T0656";"Uppsala";160926;"Storregional kärn"
"700221";59,831679545783;17,6499909702037;648534,342593515;6635636,44755901;"Uppsala";"Uppsala län";"T0656";"Uppsala";160926;"Storregional kärn"
"700222";59,8289400982189;17,6494293630715;648515,073628068;6635330,2718091;"Uppsala";"Uppsala län";"T0656";"Uppsala";160926;"Storregional kärn"
"700574";59,8270529729828;17,6540329052263;648781,453773053;6635130,55294709;"Uppsala";"Uppsala län";"T0656";"Uppsala";160926;"Storregional kärn"
"700223";59,8217869714632;17,6562909178468;648931,498342271;6634549,49088075;"Uppsala";"Uppsala län";"T0654";"Ultuna";1163;"Medelstor tätort"
"700224";59,8193681621817;17,6571908607912;648992,739180996;6634282,28754907;"Uppsala";"Uppsala län";"T0654";"Ultuna";1163;"Medelstor tätort"
"700225";59,8158654741535;17,6591892660158;649120,40559484;6633896,91534944;"Uppsala";"Uppsala län";"T0654";"Ultuna";1163;"Medelstor tätort"
"700284";59,8132401714496;17,6505051992877;648645,290944813;6633585,19205793;"Uppsala";"Uppsala län";NA;NA;NA;"Utanför tätort"
"700014";59,8114790999781;17,6286979326313;647430,503819322;6633340,45332162;"Uppsala";"Uppsala län";"T0656";"Uppsala";160926;"Storregional kärn"
"700208";59,8577046664415;17,5628294171567;643538,386111669;6638341,09231139;"Uppsala";"Uppsala län";"T0656";"Uppsala";160926;"Storregional kärn"
"700209";59,8553111857174;17,555814165201;643155,890811469;6638059,49049373;"Uppsala";"Uppsala län";"T0656";"Uppsala";160926;"Storregional kärn"
"700571";59,8518019128561;17,5543807420597;643090,697762811;6637665,77469785;"Uppsala";"Uppsala län";"T0656";"Uppsala";160926;"Storregional kärn"
"700488";59,8508249276655;17,5589870154827;643352,848703048;6637566,98624075;"Uppsala";"Uppsala län";"T0656";"Uppsala";160926;"Storregional kärn"
"700212";59,8526785230808;17,5640635240283;643629,147921936;6637784,30753347;"Uppsala";"Uppsala län";"T0656";"Uppsala";160926;"Storregional kärn"
"700213";59,8548918375571;17,5684100577792;643862,98704966;6638040,10434958;"Uppsala";"Uppsala län";"T0656";"Uppsala";160926;"Storregional kärn"
"700214";59,8538223667689;17,571173259881;644022,332021171;6637927,06691502;"Uppsala";"Uppsala län";"T0656";"Uppsala";160926;"Storregional kärn"
"700610";59,8509172642503;17,5722328650931;644094,227183431;6637606,00562012;"Uppsala";"Uppsala län";"T0656";"Uppsala";160926;"Storregional kärn"
"700104";59,8525042438958;17,5877179984766;644954,49576172;6637816,43907858;"Uppsala";"Uppsala län";"T0656";"Uppsala";160926;"Storregional kärn"
"700619";59,8539758101869;17,5996826265353;645618,051812709;6638006,48164369;"Uppsala";"Uppsala län";"T0656";"Uppsala";160926;"Storregional kärn"
"700278";59,855328893521;17,6097322401004;646174,839713027;6638179,22776973;"Uppsala";"Uppsala län";"T0656";"Uppsala";160926;"Storregional kärn"
"700130";59,8576780334683;17,6132328359869;646360,525427476;6638448,43644065;"Uppsala";"Uppsala län";"T0656";"Uppsala";160926;"Storregional kärn"
"700129";59,861286564779;17,6204617978695;646749,363945193;6638866,09026921;"Uppsala";"Uppsala län";"T0656";"Uppsala";160926;"Storregional kärn"
"700602";59,8643531166451;17,6272521012291;647115,952750388;6639222,48536932;"Uppsala";"Uppsala län";"T0656";"Uppsala";160926;"Storregional kärn"
"700172";59,8639990419727;17,6340166275524;647496,175872788;6639198,12041992;"Uppsala";"Uppsala län";"T0656";"Uppsala";160926;"Storregional kärn"
"700063";59,8599285769294;17,6413617646557;647925,410847474;6638761,43183548;"Uppsala";"Uppsala län";"T0656";"Uppsala";160926;"Storregional kärn"
"700600";59,8585311438691;17,6449974744367;648135,16557543;6638614,01451057;"Uppsala";"Uppsala län";"T0656";"Uppsala";160926;"Storregional kärn"
"700259";59,8556194662581;17,6490488926614;648374,955449079;6638298,99509827;"Uppsala";"Uppsala län";"T0656";"Uppsala";160926;"Storregional kärn"
"700539";59,8532623769709;17,6532374304451;648619,988690086;6638046,02744572;"Uppsala";"Uppsala län";"T0656";"Uppsala";160926;"Storregional kärn"
"700333";59,8500280658086;17,6591433082405;648965,144422377;6637699,29676039;"Uppsala";"Uppsala län";"T0656";"Uppsala";160926;"Storregional kärn"
"700334";59,8479914392916;17,6628665192342;649182,760897166;6637480,98831721;"Uppsala";"Uppsala län";"T0656";"Uppsala";160926;"Storregional kärn"
"700335";59,8432354313209;17,6747516097926;649869,748455571;6636978,44894405;"Uppsala";"Uppsala län";NA;NA;NA;"Utanför tätort"
"700336";59,8329325471884;17,690208827635;650782,109572771;6635866,76824716;"Uppsala";"Uppsala län";NA;NA;NA;"Utanför tätort"
"700367";59,8216117526753;17,6989124250305;651321,105287442;6634626,56458122;"Uppsala";"Uppsala län";"T0632";"Sävja";9691;"Större tätort"
"700338";59,8153220782029;17,69987486659;651403,58448547;6633928,70043667;"Uppsala";"Uppsala län";"T0632";"Sävja";9691;"Större tätort"
"700339";59,8139443543904;17,7026488364546;651565,343277517;6633781,69713548;"Uppsala";"Uppsala län";"T0632";"Sävja";9691;"Större tätort"
"700340";59,8108732297303;17,7014405361503;651511,547712452;6633437,10739082;"Uppsala";"Uppsala län";"T0632";"Sävja";9691;"Större tätort"
"700342";59,8087514329533;17,6960266061045;651217,628230564;6633188,57691581;"Uppsala";"Uppsala län";"T0632";"Sävja";9691;"Större tätort"
"700446";59,8060970974313;17,6914209338212;650971,39846135;6632882,63790926;"Uppsala";"Uppsala län";"T0632";"Sävja";9691;"Större tätort"
"700441";59,8590641884304;17,7061092780142;651554,107263753;6638811,61076276;"Uppsala";"Uppsala län";"T0656";"Uppsala";160926;"Storregional kärn"
"700444";59,8603235951698;17,7078055237306;651643,336112345;6638955,67016393;"Uppsala";"Uppsala län";"T0656";"Uppsala";160926;"Storregional kärn"
"700445";59,8640437756674;17,7100709828153;651753,209658194;6639374,92909254;"Uppsala";"Uppsala län";NA;NA;NA;"Utanför tätort"
"700008";59,864221347712;17,7021187726012;651307,274776573;6639376,49811211;"Uppsala";"Uppsala län";"T0656";"Uppsala";160926;"Storregional kärn"
"700051";59,8628208342466;17,6939877879566;650858,484018121;6639202,06572743;"Uppsala";"Uppsala län";"T0656";"Uppsala";160926;"Storregional kärn"
"700052";59,8612958042219;17,689509969654;650614,721493549;6639022,13135593;"Uppsala";"Uppsala län";"T0656";"Uppsala";160926;"Storregional kärn"
"700450";59,8586207935532;17,6806659339103;650131,683652458;6638704,30954212;"Uppsala";"Uppsala län";"T0656";"Uppsala";160926;"Storregional kärn"
"700550";59,8580654987037;17,6736198844649;649739,70526926;6638626,55109385;"Uppsala";"Uppsala län";"T0656";"Uppsala";160926;"Storregional kärn"
"700443";59,8577084166162;17,6588564852833;648914,752412216;6638553,51937518;"Uppsala";"Uppsala län";"T0656";"Uppsala";160926;"Storregional kärn"
"700600";59,8585712452515;17,6485517380024;648333,976077104;6638626,43309566;"Uppsala";"Uppsala län";"T0656";"Uppsala";160926;"Storregional kärn"
"700622";59,86069741653;17,6435283428513;648043,287056029;6638851,84984175;"Uppsala";"Uppsala län";"T0656";"Uppsala";160926;"Storregional kärn"
"700095";59,8558467543479;17,6203976093122;646769,734929993;6638260,455912;"Uppsala";"Uppsala län";"T0656";"Uppsala";160926;"Storregional kärn"
"700491";59,8525152584407;17,6139165576877;646421,492631463;6637875,29032745;"Uppsala";"Uppsala län";"T0656";"Uppsala";160926;"Storregional kärn"
"700100";59,8513864059944;17,6058783989081;645976,325329605;6637731,8977346;"Uppsala";"Uppsala län";"T0656";"Uppsala";160926;"Storregional kärn"
"700101";59,850753393379;17,5983135864128;645555,468134196;6637644,79028716;"Uppsala";"Uppsala län";"T0656";"Uppsala";160926;"Storregional kärn"
"700103";59,8514989403856;17,5923397597284;645217,683428876;6637714,66367786;"Uppsala";"Uppsala län";"T0656";"Uppsala";160926;"Storregional kärn"
"700104";59,8521461084226;17,5876453153564;644951,983584723;6637776,41633926;"Uppsala";"Uppsala län";"T0656";"Uppsala";160926;"Storregional kärn"
"700106";59,8508250803543;17,5817572149569;644627,994330914;6637616,50276733;"Uppsala";"Uppsala län";"T0656";"Uppsala";160926;"Storregional kärn"
"700107";59,8469273198026;17,5838513198233;644762,194860189;6637187,22109506;"Uppsala";"Uppsala län";"T0656";"Uppsala";160926;"Storregional kärn"
"700109";59,8461195250686;17,5951025730105;645395,865397331;6637121,94922268;"Uppsala";"Uppsala län";"T0656";"Uppsala";160926;"Storregional kärn"
"700004";59,8086238309013;17,6313045664109;647589,270666159;6633028,44600137;"Uppsala";"Uppsala län";"T0656";"Uppsala";160926;"Storregional kärn"
"700087";59,8093655593846;17,6322006285266;647636,232463731;6633113,00125201;"Uppsala";"Uppsala län";"T0656";"Uppsala";160926;"Storregional kärn"
"700014";59,811287956128;17,6269407334854;647332,829230945;6633315,26935267;"Uppsala";"Uppsala län";"T0656";"Uppsala";160926;"Storregional kärn"
"700005";59,8136156988149;17,6222192251872;647057,856551686;6633563,87438738;"Uppsala";"Uppsala län";"T0656";"Uppsala";160926;"Storregional kärn"
"700081";59,8156279729048;17,6195299793462;646898,233856912;6633781,88923672;"Uppsala";"Uppsala län";"T0656";"Uppsala";160926;"Storregional kärn"
"700080";59,8189714818757;17,6218688796574;647014,618222714;6634159,23273471;"Uppsala";"Uppsala län";"T0656";"Uppsala";160926;"Storregional kärn"
"700078";59,8210733905642;17,6165809815502;646708,972341477;6634381,46916824;"Uppsala";"Uppsala län";"T0656";"Uppsala";160926;"Storregional kärn"
"700077";59,8261468139615;17,6184790183458;646793,030710551;6634950,38198285;"Uppsala";"Uppsala län";"T0656";"Uppsala";160926;"Storregional kärn"
"700076";59,830161640149;17,6170564186822;646695,647904645;6635394,11036803;"Uppsala";"Uppsala län";"T0656";"Uppsala";160926;"Storregional kärn"
"700074";59,8330827700344;17,6148607179626;646559,775201878;6635714,39405844;"Uppsala";"Uppsala län";"T0656";"Uppsala";160926;"Storregional kärn"
"700073";59,8359915467942;17,6122537128355;646400,934623102;6636032,39847399;"Uppsala";"Uppsala län";NA;NA;NA;"Utanför tätort"
"700072";59,8396783752947;17,6137913626892;646470,883508248;6636446,16961247;"Uppsala";"Uppsala län";"T0656";"Uppsala";160926;"Storregional kärn"
"700070";59,8433557715698;17,6166669388902;646615,794357908;6636861,85312701;"Uppsala";"Uppsala län";"T0656";"Uppsala";160926;"Storregional kärn"
"700069";59,8469898007569;17,6174709941482;646644,842095392;6637268,12787526;"Uppsala";"Uppsala län";"T0656";"Uppsala";160926;"Storregional kärn"
"700583";59,8504983380884;17,6241215845019;647001,838271042;6637673,39601812;"Uppsala";"Uppsala län";"T0656";"Uppsala";160926;"Storregional kärn"
"700575";59,8517656903058;17,6305081183905;647353,879638802;6637828,6525191;"Uppsala";"Uppsala län";"T0656";"Uppsala";160926;"Storregional kärn"
"700064";59,8573221750573;17,6363990236903;647659,129849248;6638460,24738494;"Uppsala";"Uppsala län";"T0656";"Uppsala";160926;"Storregional kärn"
"700001";59,8585940177617;17,6391998612336;647810,300723668;6638608,05968555;"Uppsala";"Uppsala län";"T0656";"Uppsala";160926;"Storregional kärn"
"700600";59,8572106300918;17,6476197573404;648287,854547159;6638472,90100696;"Uppsala";"Uppsala län";"T0656";"Uppsala";160926;"Storregional kärn"
"700062";59,8615222893719;17,6455374572859;648152,09331004;6638948,15628675;"Uppsala";"Uppsala län";"T0656";"Uppsala";160926;"Storregional kärn"
"700060";59,8629950318646;17,654491168868;648646,757597628;6639132,14480765;"Uppsala";"Uppsala län";"T0656";"Uppsala";160926;"Storregional kärn"
"700059";59,865162211818;17,6631809168558;649123,490669553;6639392,90046189;"Uppsala";"Uppsala län";"T0656";"Uppsala";160926;"Storregional kärn"
"700058";59,8660436573843;17,6694252631393;649469,05830536;6639505,08740051;"Uppsala";"Uppsala län";"T0656";"Uppsala";160926;"Storregional kärn"
"700057";59,8657836425059;17,6725707838056;649646,290385817;6639483,24995738;"Uppsala";"Uppsala län";"T0656";"Uppsala";160926;"Storregional kärn"
"700200";59,8672512121309;17,6779736082156;649942,09579968;6639658,81889054;"Uppsala";"Uppsala län";"T0656";"Uppsala";160926;"Storregional kärn"
"700204";59,8514885730901;17,6966115925629;651056,733201883;6637946,71774976;"Uppsala";"Uppsala län";"T0656";"Uppsala";160926;"Storregional kärn"
"700513";59,8499409532068;17,7012170746196;651321,652546712;6637784,97415174;"Uppsala";"Uppsala län";"T0656";"Uppsala";160926;"Storregional kärn"
